CourseCode,ProfessorName,NumberAPlus,NumberA,NumberAMinus,NumberBPlus,NumberB,NumberBMinus,NumberCPlus,NumberC,NumberCMinus,NumberDPlus,NumberD,NumberDMinus,NumberF,NumberW
RLST110,"Nielsen, Cameron C",1,2,5,5,6,4,3,0,1,0,0,0,0,0
RLST110,"Davidson, Wesley N",2,5,4,4,5,2,1,2,1,0,1,0,1,0
RLST110,"Nelson, Matthew E",1,3,4,2,9,1,2,0,1,0,0,0,0,0
RLST110,"Scheele, Genevieve V",2,5,9,3,2,2,2,3,0,0,1,0,0,0
RLST110,"Nelson, Matthew E",2,2,4,10,7,1,0,0,0,1,0,0,1,0
RLST110,"Nelson, Matthew E",2,3,7,8,4,1,0,0,0,0,0,0,0,0
RLST110,"Davis, Luke R",1,11,2,2,9,2,0,2,0,0,0,0,0,0
RLST110,"Nielsen, Cameron C",1,3,6,6,9,1,1,0,1,0,0,0,0,0
RLST110,"Davidson, Wesley N",1,2,5,6,7,5,1,0,1,0,0,0,1,0
RLST110,"Davidson, Wesley N",0,4,9,6,5,1,3,0,0,0,0,0,0,0
RLST110,"Averkamp, Courtney A",2,3,7,4,6,2,0,1,0,0,0,0,2,1
RLST120,"Weiss, Dov Y",4,17,4,4,3,1,1,2,2,0,0,0,0,0
RLST121,"Price, David",3,9,4,3,0,1,0,2,1,0,0,0,0,0
RLST132,"Mayer, Alexander L",1,13,8,5,5,2,0,0,0,0,0,0,0,0
RLST208,"Mehta, Rini B",7,25,4,0,0,0,0,0,0,0,0,0,1,0
RLST214,"Dann, Michael H",0,4,8,4,2,4,0,1,0,0,0,0,0,0
RLST260,"Hoffman, Valerie J",2,8,3,0,3,3,0,1,2,0,0,1,1,0
RLST286,"Birkenholtz, Jessica V",3,9,3,1,4,2,2,0,0,0,0,0,4,0
RLST287,"Ruppert, Brian D",2,13,6,2,3,0,0,1,0,0,0,0,0,0
RST100,"Shinew, Kimberly J",13,34,30,32,31,14,8,7,3,2,3,1,5,5
RST101,"Paden, Lori Kay",41,3,0,1,0,0,1,1,0,0,0,0,1,0
RST110,"Raycraft, Michael",4,27,6,3,4,2,2,7,0,0,2,0,2,1
RST110,"Raycraft, Michael",6,29,2,8,11,3,5,6,5,0,5,0,12,0
RST120,"Van Riper, Carena J",5,16,8,4,1,1,2,0,1,0,0,0,0,0
RST130,"Raycraft, Michael",0,9,14,5,34,12,3,9,4,0,11,0,0,0
RST150,"Santos, Carla A",0,17,16,11,3,1,1,0,0,0,0,0,0,0
RST199,"Wheeler, Stephanie L",8,6,13,10,6,7,5,0,0,0,0,0,2,0
RST199,"Ruddell, Jennifer L",23,21,11,7,7,1,2,0,0,0,0,0,0,0
RST199,"Ruddell, Jennifer L",22,22,10,9,5,1,2,1,0,0,1,0,3,0
RST200,"Hardin, Donald R",0,37,0,0,8,0,0,2,0,0,1,0,0,0
RST200,"Hardin, Donald R",0,34,0,0,8,0,0,4,0,0,0,0,0,1
RST230,"Stodolska, Monika",1,9,5,7,12,3,4,8,2,0,3,0,1,0
RST242,"Lum, Clinton S",0,115,0,0,15,0,0,2,0,0,0,0,1,0
RST242,"Morris, Erin L",0,113,0,0,49,0,0,11,0,0,4,0,2,2
RST255,"Hardin, Donald R",0,24,0,0,13,0,0,9,0,0,1,0,0,0
RST255,"Hardin, Donald R",0,23,0,0,15,0,0,4,0,0,0,0,3,0
RST300,"Paden, Lori Kay",16,22,0,0,9,0,0,2,0,0,2,0,0,1
RST316,"Wachter, Cynthia J",0,3,13,10,2,3,4,2,2,0,1,0,2,0
RST320,"Huang, Zhuowei",6,11,10,11,7,3,0,1,0,0,0,0,0,0
RST330,"Hicks, Jonathan R",2,26,10,12,17,1,3,6,0,1,2,0,1,0
RST340,"Browning, Lara",6,14,10,4,2,1,0,1,0,0,0,0,0,0
RST341,"Hicks, Jonathan R",6,19,1,0,2,1,0,0,0,0,0,0,0,0
RST354,"Liechty, Toni",2,9,7,7,6,6,5,4,2,1,0,0,0,0
RST370,"Browning, Matthew",12,12,10,5,8,4,1,1,0,0,0,0,0,1
RST410,"da Costa Cardos, Nuno F",7,7,9,0,6,6,4,4,0,1,2,0,3,1
RST420,"Chalip, Laurence",10,9,4,3,3,5,2,3,2,0,0,0,0,0
RST429,"Stewart, William P",0,12,3,5,7,3,0,2,1,0,1,0,0,0
RST480,"Hicks, Jonathan R",3,28,2,0,4,0,1,1,0,0,2,2,0,0
RST516,"Welty-Peachey, Jon",4,14,1,2,0,0,0,0,0,0,0,0,0,0
RST594,"Green, Beverly C",4,11,5,0,1,1,1,1,0,0,0,0,0,0
SCAN215,"Malekin, Bjorn",1,5,4,2,4,3,1,2,0,1,0,0,1,0
SHS120,"Wachtel, Jayne M",0,85,0,0,10,0,0,1,0,0,0,0,0,0
SHS120,"Wachtel, Jayne M",0,73,0,0,16,0,0,1,0,0,0,0,1,0
SHS120,"Wachtel, Jayne M",0,83,0,0,9,0,0,1,0,0,2,0,2,0
SHS120,"Wachtel, Jayne M",0,79,0,0,10,0,0,2,0,0,1,0,0,0
SHS120,"Wachtel, Jayne M",0,62,0,0,12,0,0,2,0,0,2,0,0,0
SHS120,"Wachtel, Jayne M",0,81,0,0,11,0,0,2,0,0,1,0,0,0
SHS120,"Hadley, Pamela A",0,26,0,0,39,0,0,10,0,0,5,0,0,0
SHS121,"Haring, Donald L",1,5,2,2,5,6,1,1,0,1,0,0,0,0
SHS121,"Haring, Donald L",0,5,1,2,8,4,2,1,1,0,0,0,0,0
SHS121,"Haring, Donald L",0,7,4,5,4,1,0,0,1,0,0,0,1,0
SHS121,"Dramin Weiss, Susan M",2,9,4,4,4,0,0,1,0,0,0,0,0,0
SHS170,"Gooler, David M",6,10,5,8,18,7,3,6,1,2,0,1,1,0
SHS200,"Rispoli, Matthew",0,62,0,0,39,0,0,9,0,0,2,0,1,0
SHS222,"Anderson, Kristen H",4,8,2,3,3,1,1,0,0,0,0,0,0,0
SHS222,"Anderson, Kristen H",4,10,3,2,2,1,0,1,0,0,0,0,0,0
SHS222,"Anderson, Kristen H",2,3,5,4,3,4,0,0,0,0,0,0,0,0
SHS222,"Anderson, Kristen H",3,11,2,1,2,1,1,0,0,0,0,0,0,0
SHS240,"Aronoff, Justin E",15,10,23,10,14,12,7,1,2,1,2,0,0,0
SHS301,"Loucks, Torrey M",5,5,13,8,21,16,16,7,3,3,1,0,0,0
SHS320,"Rispoli, Matthew",0,24,0,0,4,0,0,1,0,0,2,0,0,0
SHS321,"Haring, Donald L",0,10,4,4,2,1,1,1,0,0,0,0,0,0
SHS321,"Dramin Weiss, Susan M",0,12,5,2,3,1,1,1,0,0,1,0,0,0
SHS352,"Gooler, David M",12,13,10,6,4,3,2,3,0,0,0,0,0,0
SHS375,"Cetin, Patricia D",18,3,1,0,0,0,0,1,0,0,0,0,1,0
SHS375,"Hunter, Alyssa R",0,25,0,0,2,0,0,0,0,0,0,0,0,0
SHS375,"Cetin, Patricia D",0,25,0,0,2,0,0,0,0,0,0,0,0,0
SHS380,"Channell, Marie M",2,25,9,16,9,3,2,0,1,0,1,1,0,0
SHS390,"Hahn, Laura J",0,3,11,15,17,10,3,0,1,1,0,0,0,0
SHS411,"Johnson, Aaron",2,12,5,6,8,0,0,2,0,0,0,0,0,0
SHS427,"Barbey, Aron K",1,11,0,0,11,0,0,7,0,0,0,0,2,1
SHS430,"Johnson, Cynthia J",6,14,2,1,0,1,0,0,0,0,0,0,0,0
SHS473,"Sherrill, Martha H",38,32,7,1,2,0,0,0,0,0,0,0,0,0
SHS477,"Cetin, Patricia D",6,14,4,1,0,0,0,0,0,0,0,0,0,0
SHS512,"Wachtel, Jayne M",0,11,0,0,9,0,0,3,0,0,0,0,0,0
SHS571,"Hamilton, Megan-Brette",0,24,0,0,3,0,0,0,0,0,0,0,0,0
SOC100,"Gifford, Heather M",0,11,2,4,3,2,0,0,0,0,0,0,0,0
SOC100,"Zeng, Liqun",0,9,5,4,4,1,0,4,1,0,0,0,0,0
SOC100,"Schneider, Matthew J",0,3,7,2,3,2,2,3,0,1,1,0,0,0
SOC100,"Schneider, Matthew J",0,8,3,4,5,2,1,2,1,0,0,0,2,0
SOC100,"Zeng, Liqun",0,5,9,2,7,0,0,1,1,0,0,1,0,0
SOC100,"Schneider, Matthew J",0,6,3,4,11,2,0,1,0,0,0,0,0,0
SOC100,"Gifford, Heather M",0,6,7,7,3,1,1,2,0,1,0,0,1,0
SOC100,"Pacheco-McEvoy, Rodrigo",0,12,8,3,2,2,0,0,0,0,0,0,0,1
SOC100,"Zeng, Liqun",0,5,3,6,6,6,1,0,0,1,0,0,0,0
SOC100,"Pacheco-McEvoy, Rodrigo",0,8,4,3,3,1,1,0,0,0,0,0,1,0
SOC100,"Peach, Matthew",0,2,6,5,6,2,3,0,0,1,0,0,0,0
SOC100,"Gifford, Heather M",0,10,8,6,3,1,0,0,1,0,0,0,0,0
SOC100,"Brooks, Jay",0,3,5,5,5,3,0,1,0,0,0,0,0,0
SOC100,"Brooks, Jay",0,3,4,2,6,3,2,1,0,0,0,0,0,1
SOC100,"Brooks, Jay",0,4,4,4,4,6,3,0,0,0,0,0,1,0
SOC100,"Steward, Daniel J",0,43,2,3,1,4,0,1,2,0,0,0,0,0
SOC101,"Baker, Phyllis L",0,3,4,2,4,7,1,2,5,1,1,2,0,0
SOC196,"Leicht, Kevin",0,8,5,5,11,3,6,2,0,0,4,0,0,1
SOC200,"McDermott, Monica",0,34,29,7,10,1,0,0,0,0,0,1,4,2
SOC225,"Kim, Soo Mee",4,7,5,3,4,0,1,0,0,0,0,0,2,0
SOC273,"Yoon, Soo-Yeon",2,3,7,2,3,1,1,3,1,1,0,0,3,1
SOC275,"Kurisu, Sheri-Lynn S",18,3,3,1,2,2,0,1,0,0,0,2,3,0
SOC280,"Riopelle, Cameron",0,20,5,0,1,0,0,0,0,0,0,0,0,0
SOC310,"Kelley, Margaret S",9,19,12,1,4,4,2,4,2,0,0,0,7,0
SOC350,"Steward, Daniel J",0,20,1,2,1,3,0,1,0,0,1,0,1,0
SOC380,"Sattari, Negin",8,7,3,1,2,1,2,0,0,0,0,1,1,1
SOC380,"Sattari, Negin",7,9,7,3,2,0,0,1,0,0,0,0,0,0
SOC480,"Gille, Zsuzsa",5,9,3,2,0,2,1,1,4,1,0,0,2,0
SOCW200,"Earls Larrison, Tara",0,5,4,7,11,1,3,4,3,1,0,0,5,0
SOCW200,"Earls Larrison, Tara",1,7,11,7,9,9,4,4,3,0,2,0,2,0
SOCW240,"Manselle, Tonya L",1,18,0,0,4,4,0,0,0,0,0,0,0,1
SOCW297,"Balgopal, Anita A",12,14,4,0,0,1,0,1,0,0,0,0,0,0
SOCW300,"Carter-Black, Janet D",1,23,6,10,9,4,3,0,1,1,1,1,0,0
SOCW300,"Carter-Black, Janet D",2,26,10,5,8,3,0,1,0,1,0,0,0,1
SOCW321,"Mauck, Carol W",4,23,4,5,5,1,0,1,0,0,0,0,0,0
SOCW360,"Crowell, Dennis J",6,16,5,0,2,0,0,0,0,0,0,0,0,0
SOCW402,"Maurer, James C",2,6,6,4,4,0,1,0,0,0,0,0,0,0
SOCW402,"Cintron, Valerie",0,20,0,1,2,0,0,0,0,0,0,0,0,0
SOCW410,"Wegmann, Kate M",7,8,7,4,3,0,0,0,0,0,0,0,0,0
SOCW410,"Wu, Chi-Fang",7,5,5,5,2,2,1,0,0,0,0,0,1,0
SOCW420,"Windsor, Liliane",4,11,5,7,2,0,0,0,0,0,0,0,0,1
SOCW427,"Hernandez, Rosalba",2,5,9,3,4,2,0,0,0,1,0,0,0,2
SOCW455,"Kingery, Linda S",7,11,2,0,3,0,0,0,0,0,0,0,1,0
SOCW472,"White-Gibson, Nancy L",0,18,5,2,0,0,0,0,0,0,0,0,0,0
SOCW500,"Harden, Kimberly L",0,14,7,3,0,1,0,0,0,0,0,0,0,0
SOCW505,"Minor, Anna M",2,18,1,0,1,1,0,0,0,0,0,0,0,0
SOCW513,"Tabb Dina, Karen M",11,12,0,1,0,0,0,0,0,0,0,0,0,0
SOCW514,"Mulvey, Philip W",0,23,0,0,0,1,0,0,0,1,0,0,0,0
SOCW541,"Li, Hong",0,3,9,6,5,0,0,0,0,0,0,0,0,0
SOCW542,"Wu, Chi-Fang",2,9,12,5,5,0,1,0,0,0,0,0,0,0
SOCW552,"Ackerson, Barry J",0,8,5,4,5,2,0,0,0,0,0,0,0,1
SOCW589,"Kopels, Sandra L",0,16,9,1,3,0,0,0,0,0,0,0,0,0
SOCW589,"Kopels, Sandra L",0,12,10,5,2,0,0,0,0,0,0,0,0,0
SPAN228,"Villalobos, Jose",3,6,6,2,4,1,0,0,0,0,0,1,0,1
SPAN252,"Foote, Rebecca K",14,4,1,3,0,0,1,0,0,0,0,0,0,0
SPAN252,"Foote, Rebecca K",15,4,2,3,0,0,0,0,0,0,0,0,0,0
SPAN303,"Icardo Isasa, Ane",6,4,5,3,2,0,2,2,0,0,0,0,0,0
SPAN307,"Montrul, Silvina A",8,2,5,2,4,1,1,1,0,0,0,0,0,0
SPAN308,"Henshaw, Florencia G",1,9,4,6,2,1,2,0,0,0,0,0,0,0
SPED117,"Bentz, Johnell L",0,111,0,0,42,0,0,11,0,0,0,0,2,0
SPED117,"Bentz, Johnell L",0,110,0,0,34,0,0,8,0,0,1,0,4,0
SPED312,"Williams, Michael T",0,32,0,0,2,0,0,0,0,0,0,0,0,0
SPED317,"Monda-Amaya, Lisa E",0,24,2,3,1,2,0,0,0,0,0,0,0,0
SPED322,"Light Shriner, Cheryl L",0,64,0,0,3,0,0,2,0,0,1,0,0,0
SPED441,"Israel, Maya",0,32,0,0,4,0,0,0,0,0,0,0,0,0
SPED447,"Israel, Maya",0,31,3,0,0,1,0,1,0,0,0,0,0,0
SPED448,"Light Shriner, Cheryl L",0,31,0,0,4,0,0,0,0,0,0,0,0,0
STAT100,"Tu, Robin",10,11,10,7,3,4,1,1,0,0,0,0,0,0
STAT100,"Laska, Karle A",127,121,63,73,56,36,14,14,7,7,3,2,6,2
STAT100,"Laska, Karle A",145,104,59,69,53,22,21,30,15,10,10,4,10,2
STAT100,"Ravat, Uma V",24,91,100,48,49,30,16,26,3,9,7,2,3,2
STAT200,"Fireman, Ellen S",21,38,17,11,10,2,4,2,1,1,0,0,0,2
STAT200,"Fireman, Ellen S",12,21,23,6,9,0,1,1,1,0,1,0,0,0
STAT200,"Fredrickson, Mark M",1,3,3,1,2,5,0,2,1,0,0,0,3,0
STAT200,"Huang, Weihong",2,10,2,2,2,2,1,4,0,1,1,0,2,0
STAT200,"Chen, Yinghan",4,8,3,5,4,1,2,3,0,0,0,0,2,0
STAT212,"Dalpiaz, David M",16,54,17,21,18,9,6,6,6,1,0,2,4,1
STAT400,"Zhu, Ruoqing",35,40,30,18,17,7,12,4,9,5,1,4,5,0
STAT400,"Chen, Xiaohui",9,16,30,28,30,19,24,17,3,8,1,6,2,0
STAT400,"Zhu, Ruoqing",23,48,34,22,25,12,6,9,4,2,3,4,3,1
STAT408,"Stepanov, Alexey G",4,16,5,7,11,16,0,12,9,0,2,3,4,1
STAT410,"Guerrier, Stephane",8,13,8,11,13,2,3,2,5,3,0,3,7,2
STAT410,"Li, Bo",8,16,6,1,4,4,5,8,1,3,3,2,3,2
STAT410,"Li, Bo",10,14,6,4,12,3,5,6,1,3,0,0,8,2
STAT420,"Unger, David",14,24,21,10,6,1,3,3,0,0,0,0,0,0
STAT420,"Stepanov, Alexey G",9,35,12,12,10,4,1,2,1,0,0,0,0,0
STAT420,"Stepanov, Alexey G",8,33,13,5,15,6,0,3,0,0,1,0,0,0
STAT424,"Liang, Feng",2,14,3,1,4,3,0,2,1,0,0,0,1,0
STAT425,"Park, Trevor H",6,20,8,17,7,5,1,2,0,1,0,0,0,0
STAT425,"Culpepper, Steven A",3,21,11,7,12,2,1,1,0,1,0,0,0,0
STAT426,"Douglas, Jeffrey A",5,22,11,13,9,6,3,1,0,0,1,0,0,0
STAT428,"Douglas, Jeffrey A",18,18,7,1,5,1,4,7,4,2,4,4,0,2
STAT430,"Dalpiaz, David M",6,37,7,7,0,4,2,0,1,0,0,0,1,0
STAT430,"Stepanov, Alexey G",12,21,4,6,5,3,1,0,3,1,1,1,0,2
STAT430,"Brunner, Robert J",6,14,3,2,0,0,0,2,0,0,0,0,1,0
STAT440,"Unger, David",17,18,18,10,4,2,3,1,2,0,0,0,0,0
STAT440,"Muyot, Maria E",4,14,9,2,1,0,1,2,1,1,0,0,1,0
STAT448,"Glosemeyer, Darren W",1,11,9,6,4,1,2,1,0,0,0,0,0,0
STAT448,"Chan, Serena S",0,16,4,5,2,2,1,1,0,0,1,1,3,0
STAT448,"Chan, Serena S",0,15,3,2,2,0,0,0,0,0,1,0,0,0
STAT480,"Glosemeyer, Darren W",0,15,6,1,4,1,0,0,0,0,0,0,2,0
STAT510,"Marden, John I",26,27,4,1,2,1,0,0,0,0,0,0,0,0
STAT511,"Chen, Yuguo",2,11,6,0,1,0,0,1,0,0,0,0,0,0
STAT525,"Chen, Yuguo",4,34,4,1,4,0,0,0,0,0,0,0,0,0
TAM210,"Juarez, Gabriel",3,36,18,18,20,11,5,7,1,5,4,2,2,1
TAM211,"Juarez, Gabriel",3,26,22,15,23,14,7,8,7,3,5,3,6,6
TAM212,"West, Matthew",9,39,43,35,36,29,22,14,6,8,2,3,3,0
TAM212,"Ertekin, Elif",3,14,27,31,36,27,18,19,7,6,3,1,10,0
TAM251,"Ewoldt, Randy H",5,17,18,11,34,10,16,19,5,7,3,2,5,0
TAM251,"Hu, Yuhang",4,36,19,16,27,15,18,21,7,9,6,2,5,0
TAM252,"Johnson, Blake E",4,13,8,2,3,3,2,1,2,0,0,0,0,0
TAM335,"Keane, Richard D",1,13,12,11,22,15,13,10,4,9,9,0,12,0
TAM412,"Vakakis, Alexander F",4,15,0,0,22,0,0,10,0,0,1,0,3,0
TAM445,"Johnson, Harley T",4,5,3,4,18,5,1,8,3,3,0,0,1,0
TAM456,"Lopez-Hernandez, Hector",0,8,2,2,8,0,3,2,1,0,0,0,1,0
TAM532,"Chamorro Chavez, Leonardo",1,9,5,4,2,0,2,0,0,0,0,0,0,0
TAM542,"Mehta, Prashant G",0,28,1,0,0,0,0,0,0,0,0,0,1,0
TE298,"Sorkin, Harlan L",5,12,7,2,2,0,0,0,0,0,0,0,0,0
THEA100,"Ciofalo, Terry A",5,35,0,1,4,1,1,1,0,0,0,0,2,1
THEA101,"Morrissette, Jason W",61,69,49,23,20,7,3,5,6,3,1,2,5,2
THEA101,"Salerno, Michelle",27,9,7,2,2,0,1,0,0,0,0,0,1,0
THEA101,"Salerno, Michelle",21,9,6,5,1,1,0,1,0,1,0,0,0,0
THEA101,"Frydrychowski, David E",13,12,8,3,2,2,1,0,0,2,0,0,1,0
THEA101,"Frydrychowski, David E",17,10,9,3,2,1,0,0,1,0,0,0,0,0
THEA101,"Frydrychowski, David E",18,10,2,3,3,4,0,1,1,0,0,0,2,0
THEA101,"Shryock, Jessica R",19,9,7,5,3,0,1,0,0,0,0,1,3,0
THEA101,"Cooper, Rachel S",26,17,2,1,2,1,0,0,0,0,1,0,0,0
THEA101,"Cooper, Rachel S",22,16,6,3,0,1,0,0,0,0,0,0,0,1
THEA101,"Cooper, Rachel S",25,13,5,2,0,0,2,0,0,0,0,0,1,0
THEA101,"Cooper, Rachel S",27,9,4,2,1,0,0,1,0,0,0,0,0,0
THEA101,"Gleaves, Jordan A",10,2,15,6,6,2,3,1,0,1,0,0,1,0
THEA101,"Coughtry, Christopher J",13,13,9,4,1,0,2,2,1,0,0,0,2,0
THEA101,"Salerno, Michelle",19,11,9,4,0,1,1,1,0,1,0,0,0,0
THEA101,"Miller, Mark T",7,13,7,5,4,3,4,1,1,2,1,0,1,0
THEA101,"Sears, Raffeal A",10,14,4,8,3,4,0,1,1,1,1,1,1,0
THEA101,"Wilson, Christian D",17,12,8,3,3,2,1,1,0,0,0,0,0,0
THEA101,"Yeh, Jessica H",24,7,4,5,1,3,0,1,0,1,0,0,1,0
THEA101,"Prentiss, Maya V",8,14,8,6,5,2,2,0,1,0,1,0,1,0
THEA101,"Kadish, Jessica M",8,12,12,5,2,3,2,1,1,0,0,0,0,0
THEA101,"Booker, Cynthia R",22,16,4,3,2,1,0,0,1,1,0,0,0,0
THEA101,"Thomas, Kyle A",16,15,7,1,2,0,2,2,0,1,0,0,0,0
THEA101,"Morrissette, Jason W",8,16,10,3,3,1,1,0,0,0,0,0,2,0
THEA101,"Hsieh, Yu-Yun",27,11,6,4,1,0,0,0,0,0,0,0,0,0
THEA101,"Hsieh, Yu-Yun",14,20,11,2,1,0,0,0,0,0,0,1,0,0
THEA101,"Neumann, Aubrey H",17,16,7,3,1,0,2,1,0,0,0,0,0,1
THEA101,"Salerno, Michelle",16,15,4,3,5,2,1,0,0,0,0,0,0,0
THEA103,"Rundell, Julie A",1,8,8,3,2,3,4,2,1,0,0,0,2,0
THEA110,"Morrissette, Jason W",28,19,17,10,6,4,2,1,1,2,1,1,1,1
THEA262,"Bright, Latrelle S",0,19,0,0,16,0,0,2,0,0,0,0,2,0
THEA361,"Davis, Peter A",0,0,3,3,4,8,0,1,2,1,0,0,0,0
THEA400,"McFarquhar, Robin",0,20,2,0,1,0,2,0,0,0,0,0,0,0
TSM100,"Harper, Joe G",0,3,4,1,10,3,1,13,0,1,7,0,5,1
TSM234,"Harper, Joe G",0,12,7,4,16,3,3,6,3,0,5,1,0,0
TSM262,"Hansen, Alan C",1,6,2,6,3,2,1,2,0,0,0,0,0,0
TSM311,"Rodriguez, Luis F",19,34,7,5,5,0,0,1,0,0,0,2,3,0
TSM363,"Grift, Tony E",2,15,1,2,3,0,0,0,0,0,0,0,1,0
TSM371,"Harper, Joe G",1,7,1,14,10,0,1,3,0,1,0,1,0,1
TSM421,"Aherin, Robert A",0,4,8,5,8,5,2,1,0,0,0,0,0,0
TSM425,"Aherin, Robert A",0,5,7,5,3,2,0,0,0,0,0,0,0,0
TSM464,"Hansen, Alan C",2,5,10,7,7,1,0,1,0,0,1,0,0,0
UP116,"Sherman, Stephen A",1,11,8,2,0,1,1,0,0,0,2,0,0,0
UP185,"Miraftab, Faranak",2,4,3,4,5,1,4,4,0,1,1,1,3,0
UP204,"Wilson, Beverly K",0,6,8,4,5,0,2,1,0,0,0,0,1,0
UP205,"Schneider, Daniel W",0,5,4,8,5,2,1,3,0,0,2,0,1,0
UP260,"Salo, Ken E",3,3,5,0,8,1,0,1,0,0,0,0,1,0
UP311,"Tyler, Elizabeth H",10,11,9,2,5,1,2,1,0,0,0,0,0,0
UP316,"Lee, Bumsoo",4,6,7,4,6,1,0,0,2,0,0,0,0,0
UP347,"Kowalski, Robert G",0,21,6,0,3,2,0,0,2,0,0,0,0,0
UP418,"Baker, Dwayne M",6,13,5,1,4,0,1,1,2,0,2,0,0,0
UP430,"Morocoima de Bl, Rita A",0,7,20,4,4,3,2,1,1,0,0,0,0,0
UP480,"Deal, Brian M",5,14,4,8,7,6,0,1,2,0,1,0,2,1
UP480,"Deal, Brian M",1,3,8,2,5,2,1,1,0,0,0,0,2,0
UP505,"Doussard, Marc J",1,9,9,7,0,0,0,0,0,0,0,0,0,1
UP510,"Chakraborty, Arnab",0,4,18,6,1,0,0,0,0,0,0,0,0,0
UP511,"Hooker, Joseph E",8,8,6,2,0,0,0,0,0,0,0,0,0,0
VCM673,"Knap, Kimberly E",1,46,0,0,1,0,0,0,0,0,0,0,0,0
VM603,"Allender, Matthew C",0,11,0,0,82,0,0,34,0,0,1,0,0,1
VM604,"Coleman, David A",0,12,0,0,57,0,0,51,0,0,8,0,0,1
VM608,"Solter, Philip F",0,12,0,0,58,0,0,48,0,0,4,0,0,0
VM611,"Fan, Timothy M",0,25,0,0,74,0,0,22,0,0,0,0,0,0
ANSC542,"Rodriguez-Zas, Sandra L",2,16,1,1,0,2,0,0,0,0,0,0,0,0
ART100,"Burns, Jennifer",9,9,5,4,1,3,0,0,0,0,0,0,1,0
BADM300,"Marrs, Gregory A",5,22,16,18,21,12,3,9,2,2,3,0,1,0
ECON483,"Chalioti, Evangelia",8,4,9,10,3,3,1,1,0,0,0,0,0,0
ECON529,"Esfahani, Hadi S",6,22,7,10,2,1,1,0,0,0,1,0,0,0
EPS415,"Burbules, Nicholas C",4,56,14,2,0,0,2,1,0,0,1,0,0,0
EPS427,"Brewer, Timothy J",0,24,1,0,0,0,0,0,0,0,0,0,1,1
EPSY420,"Yates, Jenna A",0,19,0,2,2,0,0,0,0,0,1,0,2,0
THEA101,"Morrissette, Jason W",17,19,4,2,1,0,1,0,1,0,0,0,0,0
THEA110,"Morrissette, Jason W",18,2,4,3,1,0,0,0,0,0,0,0,1,0
ACE240,"Stoddard, Paul B",10,17,11,13,16,2,2,1,0,0,0,0,2,0
ASTR100,"Dunne, Bryan C",3,10,4,4,4,1,2,1,1,0,0,0,0,0
ATMS120,"Snodgrass, Eric R",134,68,0,34,22,0,13,3,0,1,1,0,2,0
BADM300,"Marrs, Gregory A",4,15,11,8,19,4,7,4,3,1,2,0,4,1
BADM310,"Shabbir, Muhammad S",6,77,8,2,5,5,6,5,2,0,0,0,0,1
BADM350,"Sachdev, Vishal",2,15,5,2,5,1,2,1,1,0,2,0,0,0
BADM375,"Chhajed, Dilip",2,6,2,5,8,1,3,0,0,0,0,0,0,0
BADM380,"Bucheli, Marcelo",5,12,3,2,0,0,0,0,0,0,0,2,0,0
CHLH100,"Trask, Jeffrey T",3,27,15,7,14,1,0,2,0,1,0,0,1,0
CS199,"Angrave, Lawrence C",18,4,0,1,0,0,0,0,0,0,0,0,0,0
DANC100,"Ferrell, Rebecca",27,20,5,2,2,0,0,0,0,0,0,0,4,0
ECON102,"Sarmiento Barbi, Ignacio",2,72,12,6,9,1,1,2,0,0,1,0,5,2
ECON103,"Petry, Joseph A",0,7,12,11,12,1,2,4,2,1,4,0,2,5
ECON203,"Petry, Joseph A",6,9,6,14,9,5,7,6,2,3,0,1,3,0
ECON302,"Buckley, Bryan D",6,8,5,5,2,9,6,6,2,2,2,3,2,1
GEOL118,"Altaner, Stephen P",11,7,4,2,1,2,0,1,0,0,0,0,0,0
MACS356,"Valdivia, Angharad N",0,3,4,0,7,1,2,0,3,0,0,0,1,1
MUS130,"Jorge, Jamil",15,4,1,0,1,1,0,1,0,0,0,0,0,0
MUS130,"Jorge, Jamil",11,5,1,0,1,1,0,0,2,0,0,0,0,0
PS224,"Britzman, Kylee J",15,4,5,2,1,1,0,1,0,0,0,1,0,0
PSYC100,"Shenouda, Christine K",12,52,11,6,5,0,4,2,0,1,0,0,4,0
SOC100,"Steward, Daniel J",0,79,6,7,11,1,2,3,0,0,3,0,2,0
AAS100,"Peralta, Christine N",0,19,1,2,1,1,0,0,0,0,1,0,0,0
AAS100,"Lee, Sang S",1,13,5,1,3,3,1,0,0,0,0,0,1,1
AAS215,"Cacho, Lisa M",1,3,5,4,1,6,1,3,2,1,1,1,0,0
ABE100,"Green, Angela R",0,27,0,0,11,0,0,2,0,0,0,0,0,0
ABE199,"Kalita, Prasanta K",2,18,0,1,0,0,0,0,0,0,0,0,0,0
ABE223,"Grift, Tony E",1,29,9,10,7,0,4,1,0,1,0,1,0,0
ABE224,"Kalita, Prasanta K",19,30,0,4,0,0,1,2,0,0,0,0,3,0
ABE430,"Davidson, Paul C",0,119,9,2,1,0,0,0,0,0,0,0,1,0
ABE466,"Hansen, Alan C",2,11,11,2,0,2,0,1,1,0,0,0,1,0
ABE488,"Singh, Vijay",6,9,5,4,3,0,2,0,0,0,0,0,0,0
ACCY200,"Silhan, Peter A",5,81,65,44,37,25,28,11,14,7,3,1,0,0
ACCY201,"Harris, Matthew C",10,8,4,1,0,2,1,2,1,0,1,0,0,0
